ID列	地域ID指定列	音素列	かな列	IPA列	訳列	系統列	意味領域列	品詞列	アクセント型列	音節構造列	語幹列	備考列	音声ファイル列	画像ファイル列	動画列	活用列	標準語ひらがな列	例文指定列	更新列	例文列	例文訳列
TY999	1	tozooja	とぞーや	tozoːja	NA	沖縄語	屋号	名詞	不明	CV.CVV.CV									20220418		
TY1000	1	asatungwaa	あさとぅんぐぁー	asatuŋgwaː	NA	沖縄語	屋号	名詞	不明	V.CV.CVC.CVV									20220418		
TY1001	1	ziččakwaa	じっちゃくぁー	ziʨʨakwaː	NA	沖縄語	屋号	名詞	不明	CVC.CV.CVV									20220418		
TY1002	1	gusukuma	ぐすくま	gusukuma	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1003	1	simakwa	しまくぁ	simakwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1004	1	hizagiin	ひざぎーん	hizagiːɴ	NA	沖縄語	屋号	名詞	不明	CV.CV.CVVC									20220418		
TY1005	1	maguziroo	まぐじろー	maguziɾoː	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CVV									20220418		
TY1006	1	hizaunaa	ひざうなー	hizaunaː	NA	沖縄語	屋号	名詞	不明	CV.CV.V.CVV									20220418		
TY1007	1	sintokuja	しんとくや	ɕintokuja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV.CV									20220418		
TY1008	1	nagusukubeečin	なぐすくべーちん	nagusukubeːʨiɴ	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVV.CVC									20220418		
TY1009	1	ganzaja	がんざや	ganzaja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV									20220418		
TY1010	1	seitokuja	せいとくや	seitokuja	NA	沖縄語	屋号	名詞	不明	CV.V.CV.CV.CV									20220418		
TY1011	1	daitookuja	だいとーや	daitoːja	NA	沖縄語	屋号	名詞	不明	CV.V.CVV.CV									20220418		
TY1012	1	hičimaguro	ひちまぐろ	hiʨimaguɾo	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1013	1	naakabeečin	なーかべーちん	naːkabeːʨiɴ	NA	沖縄語	屋号	名詞	不明	CVV.CV.CVV.CVC									20220418		
TY1014	1	sanzooja	さんぞーや	sanzoːja	NA	沖縄語	屋号	名詞	不明	CVC.CVV.CV									20220418		
TY1015	1	kamaičija	かまいちや	kamaiʨija	NA	沖縄語	屋号	名詞	不明	CV.CV.V.CV.CV									20220418		
TY1016	1	teeraja	てーらや	teːɾaja	NA	沖縄語	屋号	名詞	不明	CVV.CV.CV									20220418		
TY1017	1	nisimiri	にしみり	niɕimiɾi	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1018	1	kunosa	くのさ	kunosa	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1019	1	kamakunisi	かまくにし	kamakuniɕi	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1020	1	nakangakarijaa	なかんがかりやー	nakangakarija	NA	沖縄語	屋号	名詞	不明	CV.CVC.CV.CV.CV.CVV									20220418		
TY1021	1	soueija	そうえいや	soueija	NA	沖縄語	屋号	名詞	不明	CVV.VV.CV									20220418		
TY1022	1	danaja	だなや	danaja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1023	1	norotonči	のろとんち	norotonʨi	NA	沖縄語	屋号	名詞	不明	CV.CV.CVC.CV									20220418		
TY1024	1	sunbeesin	すんべーしん	sunbeːʨin	NA	沖縄語	屋号	名詞	不明	CVC.CVV.CVC									20220418		
TY1025	1	ičiča	いちちゃ	iʨiʨa	NA	沖縄語	屋号	名詞	不明	V.CV.CV									20220418		
TY1026	1	aragusukugwa	あらぐすくぐぁ	aragusukugwa	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV.CV.CCV									20220418		
TY1027	1	hizačoin	ひじゃちょいん	hiʥaʨoin	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.VC									20220418		
TY1028	1	takari	たかり	takari	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1029	1	nisiminkwa	にしみんくぁ	niɕiminkwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CVC.CV									20220418		
TY1030	1	nahagameiri	なはがめいり	nahagameiri	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.V.CV.									20220418		
TY1031	1	iwinuhanta	いうぃぬはんた	iwinuhanta	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CVC.CV									20220418		
TY1032	1	meuraa	めうらー	meuraː	NA	沖縄語	屋号	名詞	不明	CV.V.CVV									20220418		
TY1033	1	henči	へんち	henʨi	NA	沖縄語	屋号	名詞	不明	CVC.CV									20220418		
TY1034	1	zinsooja	じんそーや	ʥinsoːja	NA	沖縄語	屋号	名詞	不明	CVC.CVV.CV									20220418		
TY1035	1	irisiki	いりしき	iriɕiki	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV									20220418		
TY1036	1	sanziroja	さんじろや	sanʥiroja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV.CV									20220418		
TY1037	1	miija	みーや	miːja	NA	沖縄語	屋号	名詞	不明	CVV.CV									20220418		
TY1038	1	sinibeečiｎgwa	しにべーちんぐぁ	ʨinibeːʨingwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV.CVC.CCV									20220418		
TY1039	1	izimigaa	いじみがー	iʥimigaː	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CVV									20220418		
TY1040	1	izimigaagwaa	いじみがーぐぁー	iʥimigaːgwaː	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CVV.CVV									20220418		
TY1041	1	nakatori	なかとり	nakatori	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1042	1	nakaisi	なかいし	nakaiɕi	NA	沖縄語	屋号	名詞	不明	CV.CV.V.CV									20220418		
TY1043	1	iritokuja	いりとくや	iritokuja	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV.CV									20220418		
TY1044	1	nakatorinkwa	なかとりんくぁ	nakatorinkwaː	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CVC.CV									20220418		
TY1045	1	čininčoin	ちにんちょいん	ʨininʨoin	NA	沖縄語	屋号	名詞	不明	CV.CVC.CV.VC									20220418		
TY1046	1	jamaja	やまや	jamaja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1047	1	mačida	まちだ	maʨida	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1048	1	kamematsuja	かめまつや	kamematsuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1049	1	toutanja	とうたんや	toutanja	NA	沖縄語	屋号	名詞	不明	CVV.CVC.CV									20220418		
TY1050	1	uinuarakača	ういぬあらかちゃ	uinuarakaʨa	NA	沖縄語	屋号	名詞	不明	V.V.CV.V.CV.CV.CV									20220418		
TY1051	1	fumija	ふみや	ɸumija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1052	1	takusija	たくしや	takuɕija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1053	1	agarija	あがりや	agaɾija	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV									20220418		
TY1054	1	nakazato	なかざと	nakazato	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1055	1	isičijagwa	いしちやぐぁ	iɕiʨijagwa	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV.CV									20220418		
TY1056	1	sahonja	さほんや	sahonja	NA	沖縄語	屋号	名詞	不明	CV.CVC.CV									20220418		
TY1057	1	soueija	そうえいや	soueija	NA	沖縄語	屋号	名詞	不明	CVV.VV.CV									20220418		
TY1058	1	sankičija	さんきちや	sankiʨija	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV.CV									20220418		
TY1059	1	irinohigaja	いりのひがや	irinohigaja	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV.CV.CV									20220418		
TY1060	1	hizagwa	ひじゃぐぁ	hiʥagwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CCV									20220418		
TY1061	1	seihoja	せいほや	seihoja	NA	沖縄語	屋号	名詞	不明	CV.V.CV.CV									20220418		
TY1062	1	harahata	はらはた	harahata	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1063	1	noukainki	のうかいんき	noukainki	NA	沖縄語	屋号	名詞	不明	CVV.CV.VC.CV									20220418		
TY1064	1	meetuja	めーとぅや	meːtuja	NA	沖縄語	屋号	名詞	不明	CVV.CV.CV									20220418		
TY1065	1	togučiːja	とぐちーや	toguʨiːja	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV.CV									20220418		
TY1066	1	takamatsuja	たかまつや	takamatsuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1067	1	irinuasata	いりぬあさた	iɾinuasata	NA	沖縄語	屋号	名詞	不明	V.CV.CV.V.CV.CV									20220418		
TY1068	1	asatankwa	あさたんくぁ	asatankwa	NA	沖縄語	屋号	名詞	不明	V.CV.CVC.CV									20220418		
TY1069	1	seieija	せいえいや	seieija	NA	沖縄語	屋号	名詞	不明	CV.V.V.V.CV									20220418		
TY1070	1	fukukiča	ふくきちゃ	ɸukukiʨa	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1071	1	eisinmačija	えいしんまちや	eiɕinmaʨija	NA	沖縄語	屋号	名詞	不明	V.V.CVC.CV.CV.CV									20220418		
TY1072	1	usuja	うすや	usuja	NA	沖縄語	屋号	名詞	不明	V.CV.CV									20220418		
TY1073	1	ikeda	いけだ	ikeda	NA	沖縄語	屋号	名詞	不明	V.CV.CV									20220418		
TY1074	1	gusukumagwa	ぐすくまぐぁ	gusukumagwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1075	1	kameezija	かめーじや	kameʥiːja	NA	沖縄語	屋号	名詞	不明	CV.CVV.CV.CV									20220418		
TY1076	1	magokatsuja	まごかつや	magokatsuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1077	1	kunusijankwaa	くぬしやんくぁー	kunuɕijankwaː	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CVC.CCVV									20220418		
TY1078	1	nisimija	にしみや	niɕimija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1079	1	kabaja	かばや	kabaja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1080	1	masamija	まさみや	masamija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1081	1	meedagwa	めーだぐぁ	meːdagwa	NA	沖縄語	屋号	名詞	不明	CVV.CV.CV									20220418		
TY1082	1	usujagwa	うすやぐぁ	usujagwa	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV									20220418		
TY1083	1	irinujuunaja	いｒぬゆーなや	iɾinujuːnaja	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CVV.CV.CV									20220418		
TY1084	1	mačikanija	まちかにや	maʨikanija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1085	1	sijozija	しよじや	ʨijoʥija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1086	1	buneija	ぶんえいや	buneija	NA	沖縄語	屋号	名詞	不明	CVC.V.V.CV									20220418		
TY1087	1	irigiin	いりぎーん	iɾigiːn	NA	沖縄語	屋号	名詞	不明	V.CV.CVVC									20220418		
TY1088	1	kuziukuin	くじうくいん	kuʥiukuin	NA	沖縄語	屋号	名詞	不明	CV.CV.V.CV.VC									20220418		
TY1089	1	houeija	ほうえいや	houeija	NA	沖縄語	屋号	名詞	不明	CV.V.V.V.CV									20220418		
TY1090	1	sadaoja	さだおや	sadaoja	NA	沖縄語	屋号	名詞	不明	CV.CV.V.CV									20220418		
TY1091	1	nahagaa	なはがー	nahagaː	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV									20220418		
TY1092	1	eisinja	えいしんや	eiɕinja	NA	沖縄語	屋号	名詞	不明	V.V.CVC.CV									20220418		
TY1093	1	jamaziija	やまじーや	jamaʥiːja	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV.CV									20220418		
TY1094	1	ziraja	じらや	ʥiraja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1095	1	nahagabečingwa	なはがべちんぐぁ	nahagabeːʨingwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVC.CV									20220418		
TY1096	1	ufuganunaka	うふがぬなか	uɸuganunakaː	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV.CV.CV									20220418		
TY1097	1	bunkiča	ぶんきちゃ	bunkiʨa	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV									20220418		
TY1098	1	aneija	あねいや	aneija	NA	沖縄語	屋号	名詞	不明	V.CV.V.CV									20220418		
TY1099	1	nakasibeečingwaa	なかしべーちんぐぁー	nakaʨibeːʨingwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CVV.CVC.CVV									20220418		
TY1100	1	taizooja	たいぞーや	taiʥoja	NA	沖縄語	屋号	名詞	不明	CV.V.CVV.CV									20220418		
TY1101	1	masuhideja	ますひでや	masuhideja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1102	1	koumatsuja	こうまつや	koumatsuja	NA	沖縄語	屋号	名詞	不明	CV.V.CV.CV.CV									20220418		
TY1103	1	seekouja	せーこうや	seːkouja	NA	沖縄語	屋号	名詞	不明	CVV.CV.V.CV									20220418		
TY1104	1	akami	あかみ	akami	NA	沖縄語	屋号	名詞	不明	V.CV.CV									20220418		
TY1105	1	kamaja	かまや	kamaja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1106	1	toumaa	とうまー	toumaː	NA	沖縄語	屋号	名詞	不明	CV.V.CVV									20220418		
TY1107	1	toumankwaa	とうまんくぁー	toumankwa	NA	沖縄語	屋号	名詞	不明	CV.V.CVC.CVV									20220418		
TY1108	1	kaakamija	かーかみや	kaːkamija	NA	沖縄語	屋号	名詞	不明	CVV.CV.CV.CV									20220418		
TY1109	1	katsunarija	かつなりや	katsunaɾija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1110	1	sigematsuja	しげまつや	ɕigematsuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV									20220418		
TY1111	1	hiratankwa	ひらたんくぁ	hiɾatankwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CVC.CV									20220418		
TY1112	1	juumeija	ゆーめいや	juːmeija	NA	沖縄語	屋号	名詞	不明	CVV.CV.V.CV									20220418		
TY1113	1	nahadaheeku	なはだへーく	nahadaheːku	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CVV.CV									20220418		
TY1114	1	moosaaja	もーさーや	moːsaːja	NA	沖縄語	屋号	名詞	不明	CVV.CVV.CV									20220418		
TY1115	1	tonuja	とぬや	tonuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1116	1	tarusumijaa	たるすみやー	tarusumija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVV									20220418		
TY1117	1	seiboja	せいぼや	seiboja	NA	沖縄語	屋号	名詞	不明	CV.V.CV.CV									20220418		
TY1118	1	meetorinkwa	めーとりんくぁ	meːtoɾinkwa	NA	沖縄語	屋号	名詞	不明	CVV.CV.CVC.CV									20220418		
TY1119	1	ičimanja	いちまんや	iʨimanja	NA	沖縄語	屋号	名詞	不明	V.CV.CVC.CV									20220418		
TY1120	1	zeekooja	ぜーこーや	ʥoːkoːja	NA	沖縄語	屋号	名詞	不明	CVV.CVV.CV									20220418		
TY1121	1	kanzoo	かんじょー	kanʥoː	NA	沖縄語	屋号	名詞	不明	CVC.CVV									20220418		
TY1122	1	mijazatoufuja	みやざとうふや	mijaʥatouɸuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.V.CV.CV									20220418		
TY1123	1	kadenaa	かでなー	kadenaː	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV									20220418		
TY1124	1	irinusinbeečin	いりぬしんべーちん	iɾinuɕinbeːʨin	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CVC.CVV.CVC									20220418		
TY1125	1	kadanankwa	かだなんくぁ	kadenankwa	NA	沖縄語	屋号	名詞	不明	CV.CV.CVC.CV									20220418		
TY1126	1	juuzii	ゆーじー	juːʥiː	NA	沖縄語	屋号	名詞	不明	CVV.CVV									20220418		
TY1127	1	ginozaja	ぎのざや	ginoʥaja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1128	1	kadenamačija	かでなまちや	kadenamaʨija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CV.CV									20220418		
TY1129	1	sijoozija	しよーじや	ʨijjoʥiːja	NA	沖縄語	屋号	名詞	不明	CV.CVV.CV.CV									20220418		
TY1130	1	hiitaaja	ひーたーや	hiːtaːja	NA	沖縄語	屋号	名詞	不明	CVV.CVV.CV									20220418		
TY1131	1	eisukeja	えいすけや	eisukeja	NA	沖縄語	屋号	名詞	不明	V.V.CV.CV.CV									20220418		
TY1132	1	meeda	めーだ	meːdaː	NA	沖縄語	屋号	名詞	不明	CVV.CV									20220418		
TY1133	1	hantaja	はんたや	hantaja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV									20220418		
TY1134	1	masakoja	まさこや	masakoja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1135	1	kičizuja	きちずや	kiʨiʥuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1136	1	zintsutokuja	じんつとくや	ʥintsutokuja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV.CV.CV									20220418		
TY1137	1	daitooja	だいとーや	daitoːja	NA	沖縄語	屋号	名詞	不明	CV.V.CVV.CV									20220418		
TY1138	1	eemaaja	えーまーや	eːmaːja	NA	沖縄語	屋号	名詞	不明	VV.CVV.CV									20220418		
TY1139	1	kinzooja	きんぞーや	kinʥoːja	NA	沖縄語	屋号	名詞	不明	CVC.CVV.CV									20220418		
TY1140	1	sentokuja	せんとくや	sentokuja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV.CV									20220418		
TY1141	1	birumaja	びるまや	birumaja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV									20220418		
TY1142	1	kaamija	かーみや	kaːkamija	NA	沖縄語	屋号	名詞	不明	CVV.CV.CV									20220418		
TY1143	1	kametsurujaa	かめつるやー	kametsuɾuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVV									20220418		
TY1144	1	sooeijaa	そーえいやー	soːeija	NA	沖縄語	屋号	名詞	不明	CVV.V.V.CVV									20220418		
TY1145	1	kookisijaa	こーきしやー	koːkiʨija	NA	沖縄語	屋号	名詞	不明	CVV.CV.CV.CVV									20220418		
TY1146	1	kinzujaa	きんじゅやー	kinʥuja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CVV									20220418		
TY1147	1	seisooja	せいそーや	seisoːja	NA	沖縄語	屋号	名詞	不明	CV.V.CVV.CV									20220418		
TY1148	1	josimasajaa	よしまさやー	joɕimasaja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVV									20220418		
TY1149	1	masuzijaa	ますじやー	masuʥija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CVV									20220418		
TY1150	1	ufumijaa	うふみやー	uɸumija	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CVV									20220418		
TY1151	1	sankačijaa	さんかちやー	sankiʨija	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV.CVV									20220418		
TY1152	1	tamatoo	たまとー	tamatoː	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV									20220418		
TY1153	1	sanzoojaa	さんぞーやー	sanʥoːja	NA	沖縄語	屋号	名詞	不明	CVC.CVV.CVV									20220418		
TY1154	1	čijozijaa	ちよじやー	ʨijoʥiːja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CVV									20220418		
TY1155	1	saburooja	さぶろーや	sabuɾoːja	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV.CV									20220418		
TY1156	1	sankičijaa	さんきちやー	sankiʨija	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV.CVV									20220418		
TY1157	1	kanzajaa	かんじゃやー	kanʥaja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CVV									20220418		
TY1158	1	zinkoojaa	じんこーやー	ʥinkoːja	NA	沖縄語	屋号	名詞	不明	CVC.CVV.CVV									20220418		
TY1159	1	kičisoojaa	きちそーやー	kiʨisoːja	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV.CVV									20220418		
TY1160	1	kičiziijaa	きちじーやー	kiʨiʥiːja	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV.CVV									20220418		
TY1161	1	iwibarujaa	いうぃばるやー	iwibaɾuja	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CV.CVV									20220418		
TY1162	1	sintokujaa	しんとくやー	ɕintokuja	NA	沖縄語	屋号	名詞	不明	CVC.CV.CV.CVV									20220418		
TY1163	1	nakahandakarijaa	なかはんだかりやー	nakahandakarija	NA	沖縄語	屋号	名詞	不明	CV.CV.CVC.CV.CV.CV.CVV									20220418		
TY1164	1	tetsuičijaa	てついちやー	tetsuiʨija	NA	沖縄語	屋号	名詞	不明	CV.CV.V.CV.CVV									20220418		
TY1165	1	takamatsujaa	たかまつやー	takamatsuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVV									20220418		
TY1166	1	nobujukijaa	のぶゆきやー	nobujukija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVV									20220418		
TY1167	1	seičoojaa	せいちょーやー	seiʨoːja	NA	沖縄語	屋号	名詞	不明	CV.V.CVV.CVV									20220418		
TY1168	1	kamigwaajaa	かみぐぁーやー	kamigwaːja	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV.CVV									20220418		
TY1169	1	čijomitsujaa	ちよみつやー	ʨijomitsuja	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVV									20220418		
TY1170	1	kaʥoojaa	かじょーやー	kaʥoːja	NA	沖縄語	屋号	名詞	不明	CV.CVV.CVV									20220418		
TY1171	1	uusijama	うーしやま	uːɕijama	NA	沖縄語	屋号	名詞	不明	VV.CV.CV.CV									20220418		
TY1172	1	genziijaa	げんじーやー	genʥiːja	NA	沖縄語	屋号	名詞	不明	CVC.CVV.CVV									20220418		
TY1173	1	tsunziujaa	つんじうやー	tsunʥiuja	NA	沖縄語	屋号	名詞	不明	CVC.CV.V.CVV									20220418		
TY1174	1	hanasičijaa	はなしちやー	hanaɕiʨija	NA	沖縄語	屋号	名詞	不明	CV.CV.CV.CV.CVV									20220418		
TY1175	1	jonaha	よなは	jonaha	NA	沖縄語	屋号	名詞	不明	CV.CV.CV									20220418		
TY1176	1	onga	おんが	onga	NA	沖縄語	屋号	名詞	不明	VC.CV									20220418		
TY1177	1	hizaunnagwaa	ひじゃうんなぐぁー	hiʥaunnagwaː	NA	沖縄語	屋号	名詞	不明	CV.CV.VC.CV.CVV									20220418		
TY1178	1	iwizataa	いうぃざたー	iwiʥataː	NA	沖縄語	屋号	名詞	不明	V.CV.CV.CVV									20220418		
TY1179	1	asataa	あさたー	asata	NA	沖縄語	屋号	名詞	不明	V.CV.CVV									20220418		
TY1180	1	juunaajaa	ゆーなーやー	juːnaja	NA	沖縄語	屋号	名詞	不明	CVV.CVV.CVV									20220418		
TY1181	1	simakwaajaa	しまくぁーやー	ɕimakwaːja	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV.CVV									20220418		
TY1182	1	naakaa	なーかー	naːkaː	NA	沖縄語	屋号	名詞	不明	CVV.CVV									20220418		
TY1183	1	koomeeijaa	こーめーいやー	koːmeːija	NA	沖縄語	屋号	名詞	不明	CVV.CVV.V.CVV									20220418		
TY1184	1	jamajaa	やまやー	jamaja	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV									20220418		
TY1185	1	takarii	たかりー	takariː	NA	沖縄語	屋号	名詞	不明	CV.CV.CVV									20220418		
